S43060541,Black-headed Gull,Chroicocephalus ridibundus,6186,45,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-24-2015,,Historical,,0,,,1
S43206598,Black-headed Gull,Chroicocephalus ridibundus,6186,30,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,02-21-2018,05:40 PM,eBird - Stationary Count,10,1,,,2
S43502810,Black-headed Gull,Chroicocephalus ridibundus,6186,25,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,03-09-2018,01:06 PM,eBird - Traveling Count,5,1,.175,,1,,,"F1 E, cool, dry, good visibility and 8/8 cloud cover."
S46672747,Black-headed Gull,Chroicocephalus ridibundus,6186,16,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,06-10-2018,05:53 PM,eBird - Traveling Count,31,1,.483,,1,F Flyover,low flyover by the whole group at once
S46934189,Black-headed Gull,Chroicocephalus ridibundus,6186,3,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,06-30-2018,08:53 AM,eBird - Stationary Count,10,1,,,3
S47332898,Black-headed Gull,Chroicocephalus ridibundus,6186,21,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-07-2018,08:17 AM,eBird - Stationary Count,10,1,,,1
S47332896,Black-headed Gull,Chroicocephalus ridibundus,6186,14,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-12-2018,08:23 AM,eBird - Stationary Count,5,1,,,1,,,too noisy at 5 minutes to continue
S47491728,Black-headed Gull,Chroicocephalus ridibundus,6186,1,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-13-2018,04:53 PM,eBird - Stationary Count,10,1,,,1
S47491237,Black-headed Gull,Chroicocephalus ridibundus,6186,27,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-20-2018,05:36 PM,eBird - Stationary Count,5,1,,,1
S47332888,Black-headed Gull,Chroicocephalus ridibundus,6186,18,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-21-2018,08:11 AM,eBird - Stationary Count,10,1,,,1
S47482616,Black-headed Gull,Chroicocephalus ridibundus,6186,7,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-27-2018,04:35 PM,eBird - Traveling Count,6,1,.214,,1,,,"F2 S, dry, mild, good visibility and 8/8 cloud cover."
S47645415,Black-headed Gull,Chroicocephalus ridibundus,6186,34,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,07-31-2018,05:53 PM,eBird - Stationary Count,10,1,,,1
S47821685,Black-headed Gull,Chroicocephalus ridibundus,6186,38,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-07-2018,06:20 PM,eBird - Stationary Count,10,1,,,1
S47821673,Black-headed Gull,Chroicocephalus ridibundus,6186,22,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-10-2018,05:58 PM,eBird - Traveling Count,10,1,.676,,1
S47898695,Black-headed Gull,Chroicocephalus ridibundus,6186,28,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-11-2018,08:36 AM,eBird - Stationary Count,10,1,,,1
S47858228,Black-headed Gull,Chroicocephalus ridibundus,6186,55,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-15-2018,01:50 PM,eBird - Stationary Count,30,1,,,1
S48009107,Black-headed Gull,Chroicocephalus ridibundus,6186,24,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-20-2018,06:09 PM,eBird - Traveling Count,10,1,.306,,1
S48287954,Black-headed Gull,Chroicocephalus ridibundus,6186,45,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-27-2018,11:53 AM,eBird - Stationary Count,23,1,,,1
S48287969,Black-headed Gull,Chroicocephalus ridibundus,6186,43,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,08-31-2018,12:33 PM,eBird - Stationary Count,22,1,,,1
S48493759,Black-headed Gull,Chroicocephalus ridibundus,6186,18,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-05-2018,11:45 AM,eBird - Traveling Count,18,1,.612,,1
S48493757,Black-headed Gull,Chroicocephalus ridibundus,6186,10,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-11-2018,06:05 PM,eBird - Traveling Count,9,1,.563,,1
S49136450,Black-headed Gull,Chroicocephalus ridibundus,6186,20,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-18-2018,08:29 AM,eBird - Stationary Count,10,1,,,1
S48940980,Black-headed Gull,Chroicocephalus ridibundus,6186,39,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-21-2018,05:39 PM,eBird - Stationary Count,10,1,,,1
S48940974,Black-headed Gull,Chroicocephalus ridibundus,6186,6,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-22-2018,08:23 AM,eBird - Stationary Count,9,1,,,2
S48664392,Black-headed Gull,Chroicocephalus ridibundus,6186,25,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-22-2018,11:45 AM,eBird - Traveling Count,7,1,.181,,1,,,"Calm, dry, mild, good visibility and 8/8 cloud cover. "
S49136437,Black-headed Gull,Chroicocephalus ridibundus,6186,10,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-25-2018,08:00 AM,eBird - Stationary Count,10,1,,,1
S48940971,Black-headed Gull,Chroicocephalus ridibundus,6186,38,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-28-2018,05:58 PM,eBird - Stationary Count,6,1,,,1
S49136429,Black-headed Gull,Chroicocephalus ridibundus,6186,5,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-02-2018,09:58 AM,eBird - Stationary Count,10,1,,,1
S48982596,Black-headed Gull,Chroicocephalus ridibundus,6186,40,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-05-2018,05:53 PM,eBird - Traveling Count,10,1,.386,,2
S49136414,Black-headed Gull,Chroicocephalus ridibundus,6186,35,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-09-2018,10:00 AM,eBird - Stationary Count,10,1,,,1
S49618354,Black-headed Gull,Chroicocephalus ridibundus,6186,20,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-16-2018,10:26 AM,eBird - Stationary Count,10,1,,,1
S49618348,Black-headed Gull,Chroicocephalus ridibundus,6186,6,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-23-2018,08:25 AM,eBird - Stationary Count,10,1,,,1
S49618344,Black-headed Gull,Chroicocephalus ridibundus,6186,40,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,10-30-2018,10:01 AM,eBird - Stationary Count,10,1,,,1
S49619000,Black-headed Gull,Chroicocephalus ridibundus,6186,25,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-02-2018,03:14 PM,eBird - Traveling Count,8,1,.386,,1
S49945707,Black-headed Gull,Chroicocephalus ridibundus,6186,16,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-04-2018,01:44 PM,eBird - Stationary Count,5,1,,,1
S49945697,Black-headed Gull,Chroicocephalus ridibundus,6186,26,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-08-2018,11:59 AM,eBird - Stationary Count,10,1,,,1
S49821811,Black-headed Gull,Chroicocephalus ridibundus,6186,13,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-10-2018,10:53 AM,eBird - Stationary Count,7,1,,,6,,,"With Kevin Cathcart, Ellie Roark, Casey Patmore, Des Higgins, and Niall Keogh."
S50653394,Black-headed Gull,Chroicocephalus ridibundus,6186,28,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,11-24-2018,10:32 AM,eBird - Stationary Count,8,1,,,1
S50653373,Black-headed Gull,Chroicocephalus ridibundus,6186,34,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,12-14-2018,01:47 PM,eBird - Stationary Count,5,1,,,1
S51520292,Black-headed Gull,Chroicocephalus ridibundus,6186,25,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,01-03-2019,02:51 PM,eBird - Stationary Count,5,1,,,1
S51520276,Black-headed Gull,Chroicocephalus ridibundus,6186,26,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,01-10-2019,02:12 PM,eBird - Stationary Count,5,1,,,1
S43060118,Black-headed Gull,Chroicocephalus ridibundus,6186,X,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,11-24-2015,,Historical,,1,,,1,F Flyover,,"F3 W, mild, light showers/drizzle and sunny spells, good visibility and 6-8/8 cloud cover."
S43828335,Black-headed Gull,Chroicocephalus ridibundus,6186,3,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,03-16-2018,12:41 PM,eBird - Traveling Count,25,1,.483,,2
S46547675,Black-headed Gull,Chroicocephalus ridibundus,6186,1,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,06-13-2018,08:07 AM,eBird - Traveling Count,16,1,.258,,5,,Hawking for insects with Common Swifts and a Herring Gull.,"With Willson Gaul, Larry Clarfield, Kevin Cathcart and Barry McMahon. F1 SW, dry, warm, good visibility and 8/8 cloud cover."
S48386802,Black-headed Gull,Chroicocephalus ridibundus,6186,2,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,07-21-2018,10:18 AM,eBird - Traveling Count,54,1,1.77,,1,F Flyover
S47491242,Black-headed Gull,Chroicocephalus ridibundus,6186,2,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,07-25-2018,06:32 PM,eBird - Stationary Count,5,1,,,1,F Flyover
S49377922,Black-headed Gull,Chroicocephalus ridibundus,6186,1,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,10-12-2018,06:00 PM,eBird - Stationary Count,10,1,,,1,,,Leinster pitch adjacent to Rosemount. 
S49239244,Black-headed Gull,Chroicocephalus ridibundus,6186,6,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,10-16-2018,03:02 PM,eBird - Traveling Count,47,1,.805,,1
S49618346,Black-headed Gull,Chroicocephalus ridibundus,6186,2,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,10-23-2018,04:59 PM,eBird - Traveling Count,46,1,1.5,,2
S49821751,Black-headed Gull,Chroicocephalus ridibundus,6186,1,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,11-10-2018,10:13 AM,eBird - Traveling Count,37,1,1.207,,8,,,"With Kevin Cathcart, Ellie Roark, Jon Yearsley, Casey Patmore, Susan Doyle, Des Higgins, and Niall Keogh."
S50653385,Black-headed Gull,Chroicocephalus ridibundus,6186,3,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,11-24-2018,11:34 AM,eBird - Stationary Count,7,1,,,1,,,Leinster pitch. 
S51632801,Black-headed Gull,Chroicocephalus ridibundus,6186,3,IE-L,Dublin,University College Dublin--Rosemount Research Station,53.3058456,-6.2328154,01-13-2019,01:40 PM,eBird - Traveling Count,30,1,1.127,,1
S43060603,Black-headed Gull,Chroicocephalus ridibundus,6186,X,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,11-24-2015,,Historical,,0,,,1
S43502820,Black-headed Gull,Chroicocephalus ridibundus,6186,6,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,03-09-2018,01:15 PM,eBird - Traveling Count,7,1,.17,,2,,,"Birding with Sean Kelly. F1 E, cool, dry, good visibility and 8/8 cloud cover."
S43828338,Black-headed Gull,Chroicocephalus ridibundus,6186,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,03-15-2018,02:49 PM,eBird - Traveling Count,14,1,.515,,1
S46868714,Black-headed Gull,Chroicocephalus ridibundus,6186,3,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,06-28-2018,06:00 PM,eBird - Traveling Count,18,1,.467,,2
S47332897,Black-headed Gull,Chroicocephalus ridibundus,6186,3,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-07-2018,08:34 AM,eBird - Stationary Count,10,1,,,1
S47332893,Black-headed Gull,Chroicocephalus ridibundus,6186,1,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-12-2018,08:36 AM,eBird - Stationary Count,10,1,,,1
S47491239,Black-headed Gull,Chroicocephalus ridibundus,6186,7,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-20-2018,05:50 PM,eBird - Stationary Count,15,1,,,1
S47332889,Black-headed Gull,Chroicocephalus ridibundus,6186,4,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-21-2018,08:32 AM,eBird - Stationary Count,15,1,,,1
S47491243,Black-headed Gull,Chroicocephalus ridibundus,6186,6,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,07-27-2018,06:57 PM,eBird - Stationary Count,15,1,,,1
S47645407,Black-headed Gull,Chroicocephalus ridibundus,6186,4,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-02-2018,02:40 PM,eBird - Stationary Count,10,1,,,1
S47821672,Black-headed Gull,Chroicocephalus ridibundus,6186,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-10-2018,06:13 PM,eBird - Traveling Count,15,1,.467,,1
S47898698,Black-headed Gull,Chroicocephalus ridibundus,6186,5,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-11-2018,08:19 AM,eBird - Stationary Count,10,1,,,1
S47885189,Black-headed Gull,Chroicocephalus ridibundus,6186,9,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-16-2018,06:03 PM,eBird - Traveling Count,11,1,.515,,2
S48009093,Black-headed Gull,Chroicocephalus ridibundus,6186,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-22-2018,06:41 PM,eBird - Stationary Count,4,1,,,1
S48103448,Black-headed Gull,Chroicocephalus ridibundus,6186,4,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-24-2018,05:45 PM,eBird - Stationary Count,10,1,,,1
S48287966,Black-headed Gull,Chroicocephalus ridibundus,6186,14,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,08-31-2018,05:52 PM,eBird - Stationary Count,13,1,,,1
S48493758,Black-headed Gull,Chroicocephalus ridibundus,6186,4,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-07-2018,06:37 PM,eBird - Stationary Count,10,1,,,1
S48493754,Black-headed Gull,Chroicocephalus ridibundus,6186,4,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-11-2018,06:16 PM,eBird - Stationary Count,5,1,,,1
S48940983,Black-headed Gull,Chroicocephalus ridibundus,6186,15,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-14-2018,05:59 PM,eBird - Stationary Count,11,1,,,1
S49136451,Black-headed Gull,Chroicocephalus ridibundus,6186,3,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-18-2018,08:12 AM,eBird - Stationary Count,10,1,,,1
S48940976,Black-headed Gull,Chroicocephalus ridibundus,6186,8,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-21-2018,05:54 PM,eBird - Traveling Count,14,1,.499,,1
S48664391,Black-headed Gull,Chroicocephalus ridibundus,6186,3,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-22-2018,11:56 AM,eBird - Traveling Count,9,1,.331,,1,,,"Calm, dry, mild, good visibility and 8/8 cloud cover. "
S49136433,Black-headed Gull,Chroicocephalus ridibundus,6186,2,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-25-2018,08:17 AM,eBird - Stationary Count,10,1,,,1
S48940970,Black-headed Gull,Chroicocephalus ridibundus,6186,50,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,09-28-2018,06:12 PM,eBird - Stationary Count,12,1,,,1
S49136425,Black-headed Gull,Chroicocephalus ridibundus,6186,4,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-02-2018,10:18 AM,eBird - Stationary Count,10,1,,,1
S48940965,Black-headed Gull,Chroicocephalus ridibundus,6186,30,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-04-2018,06:42 PM,eBird - Stationary Count,7,1,,,1
S49136315,Black-headed Gull,Chroicocephalus ridibundus,6186,4,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-09-2018,10:16 AM,eBird - Stationary Count,10,1,,,1
S49618357,Black-headed Gull,Chroicocephalus ridibundus,6186,4,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-16-2018,10:03 AM,eBird - Stationary Count,10,1,,,1
S49618351,Black-headed Gull,Chroicocephalus ridibundus,6186,8,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-16-2018,05:15 PM,eBird - Stationary Count,15,1,,,2
S49618349,Black-headed Gull,Chroicocephalus ridibundus,6186,6,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-23-2018,08:07 AM,eBird - Stationary Count,10,1,,,1
S49619009,Black-headed Gull,Chroicocephalus ridibundus,6186,100,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-26-2018,05:37 PM,eBird - Stationary Count,13,1,,,1
S49618343,Black-headed Gull,Chroicocephalus ridibundus,6186,10,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,10-30-2018,10:15 AM,eBird - Stationary Count,10,1,,,1
S49945678,Black-headed Gull,Chroicocephalus ridibundus,6186,12,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,11-08-2018,12:15 PM,eBird - Stationary Count,10,1,,,1
S49821465,Black-headed Gull,Chroicocephalus ridibundus,6186,18,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,11-10-2018,08:45 AM,eBird - Traveling Count,14,1,.402,,8,,,"With Kevin Cathcart, Ellie Roark, Jon Yearsley, Casey Patmore, Susan Doyle, Des Higgins, and Niall Keogh."
S50653391,Black-headed Gull,Chroicocephalus ridibundus,6186,22,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,11-24-2018,10:48 AM,eBird - Traveling Count,14,1,.66,,1
S50653374,Black-headed Gull,Chroicocephalus ridibundus,6186,29,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-12-2018,09:02 AM,eBird - Stationary Count,10,1,,,1
S50774032,Black-headed Gull,Chroicocephalus ridibundus,6186,20,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-17-2018,02:58 PM,eBird - Stationary Count,12,1,,,1
S50820605,Black-headed Gull,Chroicocephalus ridibundus,6186,15,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-19-2018,03:30 PM,eBird - Traveling Count,20,1,.322,,1
S51023042,Black-headed Gull,Chroicocephalus ridibundus,6186,33,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:00 PM,eBird - Stationary Count,5,1,,,2
S51023139,Black-headed Gull,Chroicocephalus ridibundus,6186,28,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:15 PM,eBird - Stationary Count,5,1,,,2
S51023214,Black-headed Gull,Chroicocephalus ridibundus,6186,8,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:30 PM,eBird - Stationary Count,5,1,,,2
S51023278,Black-headed Gull,Chroicocephalus ridibundus,6186,33,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:45 PM,eBird - Stationary Count,5,1,,,2
S51023377,Black-headed Gull,Chroicocephalus ridibundus,6186,29,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,03:00 PM,eBird - Stationary Count,5,1,,,2
S51023550,Black-headed Gull,Chroicocephalus ridibundus,6186,32,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,03:30 PM,eBird - Stationary Count,5,1,,,2
S51520290,Black-headed Gull,Chroicocephalus ridibundus,6186,20,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,01-03-2019,03:13 PM,eBird - Stationary Count,8,1,,,1
S51520274,Black-headed Gull,Chroicocephalus ridibundus,6186,17,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,01-10-2019,02:22 PM,eBird - Stationary Count,8,1,,,1
S51633302,Black-headed Gull,Chroicocephalus ridibundus,6186,35,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,01-13-2019,03:35 PM,eBird - Stationary Count,15,1,,,1
S43063528,Mediterranean Gull,Ichthyaetus melanocephalus,6202,1,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,02-29-2008,,eBird - Casual Observation,,0,,,1,,Adult on the football pitches.,Sighting by Lorraine Benson.
S43063687,Mediterranean Gull,Ichthyaetus melanocephalus,6202,1,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,07-25-2011,08:50 AM,Historical,,0,,,1,,3rd calendar year with Black-headed Gulls on the football pitches.,Sightings by Siobhan McNamara.
S43064671,Mediterranean Gull,Ichthyaetus melanocephalus,6202,1,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,12-23-2012,,eBird - Casual Observation,,0,,,1,F Flyover,Adult,Sightings by Robert Busby.
S43061309,Mediterranean Gull,Ichthyaetus melanocephalus,6202,2,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,11-24-2015,,Historical,,1,,,1,,Adult and a 2nd calendar year foraging out on the sports pitches with Black-headed Gulls.,"F3 W, mild, light showers/drizzle and sunny spells, good visibility and 6-8/8 cloud cover."
S43502847,Mediterranean Gull,Ichthyaetus melanocephalus,6202,2,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,03-09-2018,02:36 PM,eBird - Traveling Count,79,1,2.857,,3,,Adults on the Thornfield pitches.,"Birding with Willson Gaul and Kevin Cathcart. Loop walk around the west side of the campus (UCD Bowl, Student Centre, Roebuck pitches, arboretum/crèche wood, Richview, Thornfield pitches etc.). F1 E, cool, dry, good visibility and 8/8 cloud cover."
S43828337,Mediterranean Gull,Ichthyaetus melanocephalus,6202,1,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,03-16-2018,10:20 AM,eBird - Traveling Count,100,1,4.184,,1,,,Birded east half of campus
S49966675,Mediterranean Gull,Ichthyaetus melanocephalus,6202,1,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,11-16-2018,09:04 AM,eBird - Stationary Count,8,1,,,1,,,Pitches near Sports Centre. 
S43061147,Mediterranean Gull,Ichthyaetus melanocephalus,6202,1,IE-L,Dublin,University College Dublin--Main Lake,53.3076983,-6.2222636,09-18-2007,,Historical,,0,,,1,,2nd calendar year
S51023042,Mediterranean Gull,Ichthyaetus melanocephalus,6202,1,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:00 PM,eBird - Stationary Count,5,1,,,2
S51023278,Mediterranean Gull,Ichthyaetus melanocephalus,6202,1,IE-L,Dublin,University College Dublin--Upper Lake,53.3056917,-6.2190717,12-28-2018,02:45 PM,eBird - Stationary Count,5,1,,,2
S49821680,Mew Gull,Larus canus,6217,1,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,11-10-2018,09:45 AM,eBird - Traveling Count,25,1,1.609,,8,,,"West side of campus with Kevin Cathcart, Ellie Roark, Jon Yearsley, Casey Patmore, Susan Doyle, Des Higgins, and Niall Keogh."
S50610073,Mew Gull,Larus canus,6217,1,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,12-09-2018,12:00 PM,eBird - Casual Observation,,0,,,1
S43084113,Mew Gull (European),Larus canus canus,6218,2,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,01-24-2011,,Historical,,0,,,1,,On football pitches beside the church.,Sightings by Siobhan McNamara.
S43502847,Mew Gull (European),Larus canus canus,6218,1,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,03-09-2018,02:36 PM,eBird - Traveling Count,79,1,2.857,,3,,Adult on the Thornfield pitches.,"Birding with Willson Gaul and Kevin Cathcart. Loop walk around the west side of the campus (UCD Bowl, Student Centre, Roebuck pitches, arboretum/crèche wood, Richview, Thornfield pitches etc.). F1 E, cool, dry, good visibility and 8/8 cloud cover."
S43206592,Herring Gull,Larus argentatus,6235,1,IE-L,Dublin,"UCD - Trail ""Bird Life Hotspot"" post",53.31124,-6.22578,02-05-2018,08:43 AM,eBird - Traveling Count,7,1,.402,,1,F Flyover
S43661897,Herring Gull,Larus argentatus,6235,2,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,03-13-2018,09:03 AM,eBird - Traveling Count,60,1,2.253,,1,,,Campus West Loop
S43828337,Herring Gull,Larus argentatus,6235,4,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,03-16-2018,10:20 AM,eBird - Traveling Count,100,1,4.184,,1,,,Birded east half of campus
S46738599,Herring Gull,Larus argentatus,6235,4,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,03-23-2018,04:00 PM,eBird - Traveling Count,85,1,3.621,,1,,,East side of campus
S46738597,Herring Gull,Larus argentatus,6235,3,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,04-12-2018,02:15 PM,eBird - Traveling Count,45,1,1.931,,1,,,West side of campus
S45188506,Herring Gull,Larus argentatus,6235,1,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,04-21-2018,10:44 AM,eBird - Traveling Count,21,1,.933,,1,,,East side of campus
S45188512,Herring Gull,Larus argentatus,6235,2,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,04-28-2018,08:15 AM,eBird - Traveling Count,52,1,3.38,,1,,,West side of campus.
S45188517,Herring Gull,Larus argentatus,6235,2,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,04-28-2018,10:24 AM,eBird - Stationary Count,5,1,,,1,CN Carrying Nesting Material,Carrying a big bill full of what looked like brown leaves on to the roof of the Agriculture building. ,Near library.
S45188514,Herring Gull,Larus argentatus,6235,3,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,04-28-2018,10:34 AM,eBird - Traveling Count,54,1,2.993,,1,,,East side of campus. 
S45449678,Herring Gull,Larus argentatus,6235,4,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,05-05-2018,08:15 AM,eBird - Traveling Count,68,1,3.943,,1,,,West side of campus. 
S45449677,Herring Gull,Larus argentatus,6235,4,IE-L,Dublin,University College Dublin--Belfield Campus,53.305646,-6.223663,05-05-2018,11:50 AM,eBird - Traveling Count,47,1,2.205,,1,F Flyover,,East side of campus. 
